,value,occ_title,Unnamed: 0,occ_code,occ_group,tot_emp,emp_prse,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,class
1004,,"industrial machinery installation, repair, and maintenance workers",1093.0,49-9040,broad,"467,450",0.7,25.12,"52,250",0.2,15.52,19.13,24.25,30.02,36.99,"32,270","39,790","50,430","62,440","76,930",,,Middle Income
1005,,industrial machinery mechanics,1094.0,49-9041,detailed,"341,260",0.9,25.54,"53,110",0.3,15.88,19.60,24.69,30.26,37.28,"33,030","40,770","51,360","62,940","77,540",,,Middle Income
1006,,"refractory materials repairers, except brickmasons",1097.0,49-9045,detailed,"1,310",9.2,24.08,"50,080",2.5,14.26,18.09,23.35,28.24,33.19,"29,650","37,630","48,570","58,740","69,030",,,Middle Income
1007,,line installers and repairers,1098.0,49-9050,broad,"223,740",1.5,30.19,"62,790",0.5,15.60,20.90,30.86,38.31,45.92,"32,450","43,460","64,190","79,680","95,500",,,Middle Income
1008,,camera and photographic equipment repairers,1102.0,49-9061,detailed,"3,650",11.2,20.44,"42,510",2.7,11.46,14.20,19.60,25.64,30.30,"23,840","29,540","40,770","53,320","63,030",,,Middle Income
1009,,medical equipment repairers,1103.0,49-9062,detailed,"43,670",2.4,25.13,"52,260",0.7,14.22,17.63,23.47,30.64,38.68,"29,570","36,680","48,820","63,740","80,460",,,Middle Income
1010,,musical instrument repairers and tuners,1104.0,49-9063,detailed,"8,240",7.2,18.77,"39,040",2.3,10.63,13.47,17.56,22.92,28.52,"22,110","28,020","36,530","47,660","59,310",,,Middle Income
1011,,watch repairers,1105.0,49-9064,detailed,"2,130",10.4,19.01,"39,530",3.5,10.26,12.21,17.20,24.44,30.00,"21,340","25,400","35,770","50,840","62,410",,,Middle Income
1012,,"precision instrument and equipment repairers, all other",1106.0,49-9069,detailed,"12,010",4.1,27.81,"57,850",1.2,16.15,21.18,27.37,32.75,40.18,"33,590","44,050","56,940","68,130","83,570",,,Middle Income
1013,,wind turbine service technicians,1109.0,49-9080,broad,"4,390",12.0,27.25,"56,680",1.7,18.20,21.42,25.91,31.89,38.54,"37,850","44,550","53,880","66,330","80,170",,,Middle Income
1014,,"miscellaneous installation, maintenance, and repair workers",1111.0,49-9090,broad,"353,160",1.3,18.76,"39,020",0.4,10.26,12.77,16.93,23.25,30.10,"21,340","26,560","35,200","48,360","62,620",,,Middle Income
1015,,commercial divers,1113.0,49-9092,detailed,"3,280",9.1,26.57,"55,270",2.9,14.49,17.76,22.70,30.57,46.56,"30,130","36,940","47,210","63,590","96,850",,,Middle Income
1016,,"fabric menders, except garment",1114.0,49-9093,detailed,390,14.5,14.20,"29,530",2.2,10.28,12.02,13.77,15.54,18.83,"21,390","25,000","28,640","32,330","39,160",,,Low Income
1017,,manufactured building and mobile home installers,1116.0,49-9095,detailed,"2,750",9.5,15.29,"31,810",1.5,10.33,12.28,14.88,17.86,21.06,"21,490","25,540","30,960","37,140","43,800",,,Low Income
1018,,signal and track switch repairers,1118.0,49-9097,detailed,"8,300",8.2,31.61,"65,750",2.1,17.49,27.01,32.88,37.08,42.03,"36,370","56,190","68,400","77,140","87,420",,,Middle Income
1019,,"installation, maintenance, and repair workers, all other",1120.0,49-9099,detailed,"153,850",2.4,20.43,"42,500",0.6,11.27,14.24,18.65,25.25,31.24,"23,440","29,610","38,800","52,530","64,980",,,Middle Income
1020,,production occupations,1121.0,51-0000,major,"9,024,560",0.3,18.30,"38,070",0.2,10.27,12.36,16.34,22.26,29.46,"21,360","25,720","33,990","46,290","61,280",,,Middle Income
1021,,supervisors of production workers,1122.0,51-1000,minor,"611,800",0.4,30.13,"62,660",0.2,16.84,21.59,28.31,36.71,46.82,"35,020","44,910","58,870","76,370","97,380",,,Middle Income
1022,,assemblers and fabricators,1125.0,51-2000,minor,"1,759,720",0.7,16.62,"34,560",0.5,10.23,12.09,15.31,19.58,25.54,"21,270","25,150","31,850","40,720","53,120",,,Middle Income
1023,,"coil winders, tapers, and finishers",1129.0,51-2021,detailed,"13,300",5.7,16.86,"35,080",1.2,10.61,12.52,16.01,20.11,24.58,"22,060","26,030","33,310","41,830","51,130",,,Middle Income
1024,,"electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",1130.0,51-2028,detailed,"263,040",1.6,16.78,"34,900",0.5,10.60,12.64,15.64,19.61,24.47,"22,060","26,300","32,530","40,780","50,900",,,Middle Income
1025,,fiberglass laminators and fabricators,1136.0,51-2091,detailed,"20,040",4.2,16.81,"34,960",1.4,10.83,12.79,15.52,18.87,24.35,"22,520","26,590","32,290","39,240","50,640",,,Middle Income
1026,,timing device assemblers and adjusters,1137.0,51-2093,detailed,680,18.0,17.94,"37,310",3.9,11.76,13.52,16.73,20.29,25.79,"24,470","28,120","34,800","42,210","53,650",,,Middle Income
1027,,"assemblers and fabricators, all other, including team assemblers",1138.0,51-2098,detailed,"1,306,150",0.9,15.95,"33,180",0.6,10.01,11.71,14.75,18.82,24.39,"20,820","24,350","30,690","39,150","50,730",,,Low Income
1028,,food processing workers,1139.0,51-3000,minor,"795,240",1.1,13.98,"29,070",0.3,9.53,10.79,13.00,16.32,20.18,"19,810","22,440","27,040","33,930","41,960",,,Low Income
1029,,butchers and meat cutters,1143.0,51-3021,detailed,"131,530",1.8,15.66,"32,570",0.5,9.80,11.51,14.85,18.90,23.34,"20,370","23,940","30,890","39,300","48,550",,,Low Income
1030,,"meat, poultry, and fish cutters and trimmers",1144.0,51-3022,detailed,"153,280",2.8,12.71,"26,430",0.9,9.44,10.51,12.14,14.50,17.16,"19,630","21,860","25,250","30,160","35,690",,,Low Income
1031,,slaughterers and meat packers,1145.0,51-3023,detailed,"77,570",5.2,13.38,"27,830",0.9,9.76,11.14,13.23,15.18,17.86,"20,300","23,180","27,530","31,570","37,150",,,Low Income
1032,,miscellaneous food processing workers,1146.0,51-3090,broad,"249,970",1.6,14.46,"30,080",0.5,9.63,10.90,13.29,17.28,21.91,"20,030","22,670","27,630","35,950","45,570",,,Low Income
1033,,metal workers and plastic workers,1151.0,51-4000,minor,"1,895,150",0.5,19.54,"40,650",0.2,11.76,14.46,18.37,23.56,29.27,"24,470","30,080","38,210","49,000","60,890",,,Middle Income
1034,,"computer-controlled machine tool operators, metal and plastic",1153.0,51-4011,detailed,"144,660",1.5,19.72,"41,010",0.5,12.63,15.32,18.86,23.52,28.57,"26,270","31,860","39,230","48,910","59,420",,,Middle Income
1035,,"computer numerically controlled machine tool programmers, metal and plastic",1154.0,51-4012,detailed,"23,790",2.4,26.81,"55,770",0.7,16.17,20.20,25.26,31.28,39.40,"33,640","42,020","52,550","65,060","81,960",,,Middle Income
1036,,"forming machine setters, operators, and tenders, metal and plastic",1155.0,51-4020,broad,"117,450",2.0,18.05,"37,540",0.8,11.33,13.67,17.26,21.88,26.36,"23,570","28,420","35,910","45,500","54,840",,,Middle Income
1037,,"cutting, punching, and press machine setters, operators, and tenders, metal and plastic",1160.0,51-4031,detailed,"188,520",1.6,16.72,"34,770",0.6,10.73,12.84,15.90,19.54,24.36,"22,310","26,710","33,060","40,640","50,670",,,Middle Income
1038,,"drilling and boring machine tool setters, operators, and tenders, metal and plastic",1161.0,51-4032,detailed,"11,030",4.8,19.65,"40,870",1.5,11.91,14.04,17.92,23.50,29.74,"24,770","29,200","37,270","48,880","61,850",,,Middle Income
1039,,"grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",1162.0,51-4033,detailed,"74,600",2.0,17.08,"35,520",0.7,10.84,12.94,16.10,20.25,24.65,"22,550","26,920","33,480","42,130","51,270",,,Middle Income
1040,,"lathe and turning machine tool setters, operators, and tenders, metal and plastic",1163.0,51-4034,detailed,"29,620",3.6,19.38,"40,310",0.7,12.28,15.01,18.55,23.20,28.19,"25,550","31,220","38,580","48,260","58,630",,,Middle Income
1041,,"milling and planing machine setters, operators, and tenders, metal and plastic",1164.0,51-4035,detailed,"17,820",7.2,20.83,"43,330",1.4,12.39,15.85,20.51,25.10,29.73,"25,760","32,970","42,650","52,210","61,840",,,Middle Income
1042,,metal-refining furnace operators and tenders,1168.0,51-4051,detailed,"17,610",3.9,20.08,"41,770",1.5,11.97,15.45,19.85,24.14,28.88,"24,890","32,140","41,300","50,210","60,080",,,Middle Income
1043,,"pourers and casters, metal",1169.0,51-4052,detailed,"7,600",6.0,19.20,"39,930",1.3,12.40,14.92,18.37,22.95,27.96,"25,780","31,040","38,210","47,730","58,160",,,Middle Income
1044,,"model makers and patternmakers, metal and plastic",1170.0,51-4060,broad,"9,010",4.8,24.83,"51,650",1.4,14.08,18.03,24.22,30.31,37.43,"29,290","37,490","50,390","63,040","77,850",,,Middle Income
1045,,"model makers, metal and plastic",1171.0,51-4061,detailed,"5,820",6.7,26.35,"54,820",1.7,14.72,19.19,25.80,32.78,38.99,"30,610","39,910","53,670","68,180","81,110",,,Middle Income
1046,,"patternmakers, metal and plastic",1172.0,51-4062,detailed,"3,200",5.6,22.06,"45,880",1.7,13.30,16.59,21.65,27.33,30.99,"27,660","34,510","45,030","56,850","64,450",,,Middle Income
1047,,"molders and molding machine setters, operators, and tenders, metal and plastic",1173.0,51-4070,broad,"168,820",1.7,16.25,"33,810",0.5,10.37,12.21,15.10,19.18,24.05,"21,570","25,390","31,420","39,890","50,030",,,Middle Income
1048,,foundry mold and coremakers,1174.0,51-4071,detailed,"13,960",4.4,17.52,"36,440",1.0,11.71,13.73,16.90,20.92,24.45,"24,360","28,550","35,140","43,510","50,860",,,Middle Income
1049,,"molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",1175.0,51-4072,detailed,"154,860",1.8,16.14,"33,570",0.5,10.32,12.08,14.95,19.02,24.00,"21,470","25,130","31,090","39,550","49,920",,,Middle Income
1050,,"multiple machine tool setters, operators, and tenders, metal and plastic",1176.0,51-4080,broad,"121,160",1.9,17.62,"36,650",0.8,10.95,13.27,16.73,21.10,25.81,"22,770","27,610","34,800","43,890","53,680",,,Middle Income
1051,,"welders, cutters, solderers, and brazers",1181.0,51-4121,detailed,"377,250",0.9,20.87,"43,410",0.3,13.20,15.99,19.35,24.25,30.37,"27,460","33,260","40,240","50,450","63,170",,,Middle Income
1052,,"welding, soldering, and brazing machine setters, operators, and tenders",1182.0,51-4122,detailed,"38,750",2.7,18.69,"38,880",0.9,12.14,14.54,17.88,22.22,26.93,"25,260","30,250","37,190","46,220","56,010",,,Middle Income
1053,,miscellaneous metal workers and plastic workers,1183.0,51-4190,broad,"95,620",1.9,18.02,"37,490",0.7,10.92,13.26,17.01,21.99,27.20,"22,720","27,580","35,390","45,750","56,570",,,Middle Income
1054,,"heat treating equipment setters, operators, and tenders, metal and plastic",1184.0,51-4191,detailed,"19,340",3.6,18.62,"38,720",0.8,12.09,14.48,17.93,22.23,26.43,"25,140","30,110","37,300","46,250","54,970",,,Middle Income
1055,,"layout workers, metal and plastic",1185.0,51-4192,detailed,"8,550",3.7,22.54,"46,890",1.6,13.62,17.29,22.26,27.28,31.40,"28,340","35,960","46,310","56,740","65,300",,,Middle Income
1056,,"plating and coating machine setters, operators, and tenders, metal and plastic",1186.0,51-4193,detailed,"37,200",3.2,16.55,"34,430",0.9,10.69,12.48,15.35,19.28,24.40,"22,240","25,950","31,920","40,100","50,750",,,Middle Income
1057,,"tool grinders, filers, and sharpeners",1187.0,51-4194,detailed,"8,060",4.4,18.65,"38,800",1.3,11.20,13.66,17.50,22.75,28.04,"23,300","28,410","36,390","47,310","58,330",,,Middle Income
1058,,"metal workers and plastic workers, all other",1188.0,51-4199,detailed,"22,470",4.9,18.00,"37,440",1.5,10.29,12.84,17.22,22.43,27.70,"21,400","26,710","35,820","46,660","57,610",,,Middle Income
1059,,printing workers,1189.0,51-5100,minor,"251,310",1.1,18.08,"37,610",0.4,10.51,13.04,17.09,22.25,27.65,"21,850","27,120","35,560","46,270","57,500",,,Middle Income
1060,,"textile, apparel, and furnishings workers",1194.0,51-6000,minor,"572,630",0.9,12.89,"26,810",0.3,8.88,9.96,11.72,14.65,18.56,"18,470","20,710","24,370","30,480","38,610",,,Low Income
1061,,shoe and leather workers and repairers,1202.0,51-6041,detailed,"7,180",7.7,13.25,"27,550",2.0,9.02,10.02,12.31,15.23,18.60,"18,750","20,850","25,610","31,680","38,680",,,Low Income
1062,,shoe machine operators and tenders,1203.0,51-6042,detailed,"3,500",16.2,13.23,"27,530",2.2,8.81,9.96,13.18,15.51,18.11,"18,320","20,720","27,420","32,250","37,660",,,Low Income
1063,,"sewers, hand",1205.0,51-6051,detailed,"6,190",15.4,13.24,"27,540",1.8,9.60,10.54,12.61,14.97,18.20,"19,970","21,930","26,230","31,140","37,860",,,Low Income
1064,,"tailors, dressmakers, and custom sewers",1206.0,51-6052,detailed,"20,440",7.5,15.46,"32,150",2.0,9.60,10.98,13.75,18.61,24.26,"19,960","22,830","28,600","38,710","50,450",,,Low Income
1065,,"textile machine setters, operators, and tenders",1207.0,51-6060,broad,"75,810",2.3,13.90,"28,900",0.6,9.96,11.35,13.47,15.71,18.71,"20,720","23,610","28,010","32,680","38,920",,,Low Income
1066,,textile bleaching and dyeing machine operators and tenders,1208.0,51-6061,detailed,"9,800",5.5,14.02,"29,150",1.0,10.28,11.47,13.60,15.94,18.51,"21,390","23,850","28,280","33,160","38,510",,,Low Income
1067,,"textile cutting machine setters, operators, and tenders",1209.0,51-6062,detailed,"14,150",3.8,13.65,"28,400",0.9,9.42,10.61,12.93,15.91,19.21,"19,590","22,060","26,890","33,100","39,960",,,Low Income
1068,,"miscellaneous textile, apparel, and furnishings workers",1212.0,51-6090,broad,"70,810",3.0,16.91,"35,180",0.7,10.14,12.25,15.71,19.83,25.53,"21,100","25,480","32,670","41,250","53,110",,,Middle Income
1069,,"extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",1213.0,51-6091,detailed,"18,880",5.8,16.69,"34,720",1.1,10.93,12.99,16.09,19.70,23.89,"22,740","27,010","33,470","40,980","49,690",,,Middle Income
1070,,fabric and apparel patternmakers,1214.0,51-6092,detailed,"4,810",9.7,23.89,"49,690",3.5,11.57,14.96,19.45,31.45,43.50,"24,060","31,120","40,460","65,410","90,470",,,Middle Income
1071,,"textile, apparel, and furnishings workers, all other",1216.0,51-6099,detailed,"14,610",8.7,15.04,"31,280",1.9,9.33,10.68,12.82,17.60,25.37,"19,410","22,210","26,670","36,600","52,770",,,Low Income
1072,,woodworkers,1217.0,51-7000,minor,"255,070",1.2,15.82,"32,900",0.3,10.14,12.00,14.86,18.60,23.42,"21,080","24,960","30,900","38,690","48,720",,,Low Income
1073,,"model makers and patternmakers, wood",1222.0,51-7030,broad,"1,630",15.5,24.94,"51,880",3.0,14.60,17.66,24.75,31.63,37.50,"30,370","36,740","51,470","65,780","78,000",,,Middle Income
1074,,"model makers, wood",1223.0,51-7031,detailed,850,24.1,25.00,"52,000",4.4,15.46,17.64,24.11,31.95,38.09,"32,150","36,680","50,150","66,460","79,220",,,Middle Income
1075,,"patternmakers, wood",1224.0,51-7032,detailed,770,18.9,24.88,"51,760",3.5,13.49,17.71,25.18,31.46,36.95,"28,060","36,840","52,380","65,440","76,860",,,Middle Income
1076,,"woodworking machine setters, operators, and tenders",1225.0,51-7040,broad,"131,600",2.0,14.66,"30,490",0.4,9.87,11.47,13.99,17.33,20.87,"20,520","23,860","29,100","36,050","43,410",,,Low Income
1077,,miscellaneous woodworkers,1228.0,51-7090,broad,"6,490",4.9,16.18,"33,650",1.6,9.50,11.13,14.75,20.53,25.26,"19,750","23,140","30,680","42,700","52,540",,,Middle Income
1078,,"woodworkers, all other",1229.0,51-7099,detailed,"6,490",4.9,16.18,"33,650",1.6,9.50,11.13,14.75,20.53,25.26,"19,750","23,140","30,680","42,700","52,540",,,Middle Income
1079,,plant and system operators,1230.0,51-8000,minor,"298,770",0.9,29.18,"60,700",0.3,15.80,20.80,28.05,36.81,45.39,"32,850","43,270","58,350","76,560","94,420",,,Middle Income
1080,,nuclear power reactor operators,1232.0,51-8011,detailed,"6,010",5.8,45.36,"94,350",1.3,32.50,38.66,44.89,52.66,60.76,"67,590","80,420","93,370","109,540","126,380",,,Middle Income
1081,,power distributors and dispatchers,1233.0,51-8012,detailed,"12,110",3.1,39.57,"82,310",0.7,26.01,32.72,39.67,47.04,53.48,"54,090","68,070","82,510","97,840","111,250",,,Middle Income
1082,,power plant operators,1234.0,51-8013,detailed,"34,170",2.1,36.53,"75,970",0.6,21.75,29.27,37.10,44.59,49.94,"45,230","60,870","77,180","92,740","103,880",,,Middle Income
1083,,chemical plant and system operators,1240.0,51-8091,detailed,"30,290",4.5,29.63,"61,620",1.1,16.97,22.81,29.89,36.67,41.85,"35,290","47,440","62,170","76,280","87,060",,,Middle Income
1084,,gas plant operators,1241.0,51-8092,detailed,"14,890",3.6,33.46,"69,600",0.8,22.04,27.26,33.19,38.94,46.76,"45,850","56,700","69,030","80,990","97,260",,,Middle Income
1085,,"petroleum pump system operators, refinery operators, and gaugers",1242.0,51-8093,detailed,"38,700",4.0,32.78,"68,190",1.2,20.20,25.09,32.58,39.47,46.94,"42,020","52,180","67,770","82,090","97,640",,,Middle Income
1086,,"plant and system operators, all other",1243.0,51-8099,detailed,"12,360",3.6,27.48,"57,150",0.9,15.93,20.64,27.08,33.18,38.79,"33,130","42,920","56,330","69,010","80,680",,,Middle Income
1087,,other production occupations,1244.0,51-9000,minor,"2,584,880",0.6,17.28,"35,940",0.2,10.15,12.05,15.63,20.80,27.22,"21,120","25,070","32,510","43,270","56,620",,,Middle Income
1088,,chemical equipment operators and tenders,1246.0,51-9011,detailed,"77,870",2.4,24.37,"50,690",1.3,13.39,17.08,22.98,30.38,37.72,"27,860","35,530","47,800","63,200","78,460",,,Middle Income
1089,,"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",1247.0,51-9012,detailed,"48,450",2.7,20.45,"42,540",1.1,11.78,14.65,18.77,24.79,31.20,"24,510","30,470","39,040","51,570","64,900",,,Middle Income
1090,,"crushing, grinding, and polishing machine setters, operators, and tenders",1249.0,51-9021,detailed,"31,390",3.0,17.90,"37,220",0.7,11.16,13.40,17.01,21.69,25.89,"23,220","27,880","35,380","45,110","53,850",,,Middle Income
1091,,"grinding and polishing workers, hand",1250.0,51-9022,detailed,"30,320",3.3,14.83,"30,840",0.8,10.04,11.42,13.86,17.35,21.52,"20,870","23,750","28,830","36,090","44,750",,,Low Income
1092,,"mixing and blending machine setters, operators, and tenders",1251.0,51-9023,detailed,"129,490",1.9,18.62,"38,730",0.5,11.28,13.89,17.59,22.38,27.67,"23,470","28,890","36,600","46,550","57,560",,,Middle Income
1093,,"cutters and trimmers, hand",1253.0,51-9031,detailed,"12,230",4.5,14.60,"30,360",1.1,9.77,11.03,13.56,17.14,21.16,"20,330","22,940","28,210","35,640","44,010",,,Low Income
1094,,"cutting and slicing machine setters, operators, and tenders",1254.0,51-9032,detailed,"60,460",2.2,16.65,"34,630",0.5,10.79,13.01,16.16,19.76,23.64,"22,440","27,050","33,610","41,100","49,180",,,Middle Income
1095,,dental laboratory technicians,1264.0,51-9081,detailed,"35,630",2.8,20.19,"41,990",0.8,11.23,14.21,18.59,24.47,30.52,"23,350","29,570","38,670","50,890","63,480",,,Middle Income
1096,,medical appliance technicians,1265.0,51-9082,detailed,"13,640",4.5,19.45,"40,460",1.1,11.28,13.97,17.88,23.24,29.41,"23,460","29,060","37,190","48,350","61,170",,,Middle Income
1097,,ophthalmic laboratory technicians,1266.0,51-9083,detailed,"30,100",3.8,16.36,"34,030",1.1,10.49,12.35,14.88,18.81,24.21,"21,810","25,680","30,960","39,130","50,360",,,Middle Income
1098,,"coating, painting, and spraying machine setters, operators, and tenders",1270.0,51-9121,detailed,"86,270",1.5,17.15,"35,670",0.5,11.06,13.15,16.26,20.19,24.71,"23,000","27,340","33,820","41,990","51,400",,,Middle Income
